"Date caught","Catcher","Type","Weight","Reaction time (ms)","Bait used","Unmodified weight","Last updated: Thu Feb 12 21:54:48 PST 2015"
"2014-07-29 00:37:22","jeffmeng","baited absolute monstrosity of a shiny fingerfish","86.1003","0","the Master Bait (3.0)","28.7001"
"2014-02-13 23:18:00","SUSAltd","baited Neptune's own romantic fish of love","80.2255","0","the Master Bait (3.0)","26.7418"
"2014-08-05 21:18:15","jeffmeng","baited lovely swordfish for the history books","69.4462","0","the Luck of the Sea (2.5)","27.7785"
"2015-02-11 19:58:53","SirSUSA","baited wiggly cardinalfish thought to be nothing more than a sailor's tale","65.953","0","a lure worthy of weekly worship (2.3)","28.6752"
"2015-02-03 02:11:51","SigmaWP","baited keen squirrelfish the likes of which have never been seen before","65.3702","0","the Master Bait (3.0)","21.7901"
"2014-11-28 15:43:24","jeffmeng","baited poisonous gourami for the history books","64.9931","0","a gr8 b8 m8 r8 8/8 no deb8 (2.0)","32.4966"
"2014-09-26 23:48:04","SigmaWP","baited squishy oilfish spoken of only as a myth","62.0213","0","the Master Bait (3.0)","20.6738"
"2014-08-13 00:09:34","SUSAltd","baited yellowish scalyfin as was foretold long ago","62.0057","0","the Master Bait (3.0)","20.6686"
"2014-03-10 22:54:31","SUSAltd","baited chocolate-covered handfish for the history books","61.7735","0","the Master Bait (3.0)","20.5912"
"2014-03-04 03:29:00","jeffmeng","baited rich cherubfish thought to be nothing more than a sailor's tale","61.2613","0","an ol' chum (2.0)","30.6307"
"2014-10-29 23:06:07","SirSUSA","baited fat supernatural hatchetfish","57.8895","0","a lure worthy of weekly worship (2.3)","25.1693"
"2015-02-04 21:30:32","Zorael","baited gargantuan musical sablefish","57.1306","0","the Master Bait (3.0)","19.0435"
"2014-03-01 20:51:00","SUSAltd","baited prodigious one-legged lancetfish","56.2396","0","an undebateably great bait (1.7)","33.0821"
"2014-03-15 02:19:28","tetranoir","baited hefty milkfish","55.749","0","the Master Bait (3.0)","18.583"
"2014-12-24 02:08:37","SUSAltd","baited bulky dragonfish","54.5271","0","a lure worthy of weekly worship (2.3)","23.7074"
"2014-11-24 21:33:39","SUSAltd","baited hefty hairy manefish","51.7795","0","the Luck of the Sea (2.5)","20.7118"
"2014-10-26 23:44:10","SUSAltd","baited bloated thirteenth hour","51.5813","0","the Master Bait (3.0)","17.1938"
"2015-01-19 22:58:40","SUSAltd","baited commodious sharp lampfish","51.208","0","the Luck of the Sea (2.5)","20.4832"
"2014-08-17 17:11:06","jeffmeng","big insidious spadefish","50.8028","0","no bait (1.0)","50.8028"
"2014-08-13 22:50:25","SigmaWP","baited tremendous robotic thornfish","50.7578","0","the Luck of the Sea (2.5)","20.3031"
"2014-11-09 18:18:03","SUSAltd","baited muscly soulless skeletonfish","50.5177","0","a lure worthy of weekly worship (2.3)","21.9642"
"2014-09-14 22:01:37","jeffmeng","baited well-endowed gourami","49.4982","0","the Master Bait (3.0)","16.4994"
"2014-12-04 22:00:35","SUSAltd","baited heavyweight Mandarin fish","49.4126","0","a lure worthy of weekly worship (2.3)","21.4837"
"2014-09-26 22:33:43","SigmaWP","baited commodious cool weeverfish","49.1829","0","a gr8 b8 m8 r8 8/8 no deb8 (2.0)","24.5915"
"2014-03-12 21:21:50","SUSAltd","baited massive cornetfish","49.0477","0","the Master Bait (3.0)","16.3492"
"2014-08-19 23:23:07","SigmaWP","baited capacious sailfish","48.4904","0","the Master Bait (3.0)","16.1635"
"2014-08-14 20:47:01","Zorael","baited substantial volatile perch","48.3295","0","the Luck of the Sea (2.5)","19.3318"
"2015-01-31 22:33:37","SUSAltd","baited big fabulous gulper","48.222","0","a gr8 b8 m8 r8 8/8 no deb8 (2.0)","24.111"
"2014-09-24 20:08:45","SigmaWP","baited hulking red-hot soldierfish","48.1151","0","the Luck of the Sea (2.5)","19.246"
"2014-09-09 22:05:25","SigmaWP","bloated chubsucker","47.6525","0","no bait (1.0)","47.6525"
"2014-02-27 20:05:00","SUSAltd","baited voluminous archerfish","47.0196","0","a lure worthy of weekly worship (2.3)","20.4433"
"2014-05-02 01:37:37","jeffmeng","baited burly uncomfortable jackfish","45.5839","0","the Luck of the Sea (2.5)","18.2336"
"2014-07-16 22:51:58","SUSAltd","super-colossal red-hot carpsucker","44.6901","0","no bait (1.0)","44.6901"
"2014-12-17 17:03:41","jeffmeng","baited bloated gift-giving glassfish","44.433","0","the Master Bait (3.0)","14.811"
"2015-02-08 04:20:02","SUSAltd","hulking holy jointfish","43.8435","0","no bait (1.0)","43.8435"
"2014-09-26 22:01:31","jeffmeng","baited sizable bigeye goldfish","43.6936","0","the Master Bait (3.0)","14.5645"
"2014-11-03 22:58:29","SUSAltd","huge cryptic fish costume","43.4218","0","no bait (1.0)","43.4218"
"2014-12-24 00:58:49","SUSAltd","hefty Saint Nick's own Santafish","42.8149","0","no bait (1.0)","42.8149"
"2015-01-13 01:11:35","SUSAltd","baited heavyweight marlin","42.6469","0","the Master Bait (3.0)","14.2156"
"2014-04-07 01:08:42","jeffmeng","baited ginormous unanimous coffinfish","42.6052","0","the Master Bait (3.0)","14.2017"
"2014-01-20 22:15:00","SUSAltd","hulking killifish","42.4819","0","no bait (1.0)","42.4819"
"2014-01-21 18:01:00","SUSAltd","well-endowed sole","42.4753","0","no bait (1.0)","42.4753"
"2014-12-02 00:36:40","SUSAltd","baited heavy smoked sablefish","42.42","0","the Luck of the Sea (2.5)","16.968"
"2014-02-01 00:35:00","loneshaman","sizable marlin","42.2623","0","no bait (1.0)","42.2623"
"2015-01-25 16:12:31","Zorael","sizable ponyfish","42.2354","0","no bait (1.0)","42.2354"
"2014-06-12 14:06:27","jeffmeng","baited chubby beached tilefish","42.0809","0","the Luck of the Sea (2.5)","16.8324"
